id,name,expansion_id,expansion,points,criteria_count,criteria
865,Explore Blade's Edge Mountains,-1,Unknown (-1),0,26,[1] Bash'ir Landing | [2] Bladed Gulch | [3] Bladespire Hold | [4] Bloodmaul Camp | [5] Bloodmaul Outpost | [6] Broken Wilds | [7] Circle of Blood | [8] Death's Door | [9] Forge Camp: Anger | [10] Forge Camp: Terror | [11] Forge Camp: Wrath | [12] Grishnath | [13] Gruul's Lair | [14] Jagged Ridge | [15] Mok'Nathal Village | [16] Raven's Wood | [17] Razor Ridge | [18] Ruuan Weald | [19] Skald | [20] Sylvanaar | [21] Crystal Spine | [22] Thunderlord Stronghold | [23] Veil Lashh | [24] Veil Ruuan | [25] Vekhaar Stand | [26] Vortex Summit
706,Frostwolf Howler,-1,Unknown (-1),0,0,
695,The Battle for Mount Hyjal,-1,Unknown (-1),0,0,
687,Temple of Ahn'Qiraj,-1,Unknown (-1),0,0,
688,Zul'Gurub,-1,Unknown (-1),0,0,
499,Heroic: Utgarde Pinnacle,-1,Unknown (-1),0,4,[1] Svala Sorrowgrave | [2] Gortok Palehoof | [3] Skadi the Ruthless | [4] King Ymiron
1182,The Bread Winner,-1,Unknown (-1),0,1,
1183,Brew of the Year,-1,Unknown (-1),0,12,[1] Wild Winter Pilsner | [2] Stranglethorn Brew | [3] Springtime Stout | [4] Metok's Bubble Bock | [5] Lord of Frost's Private Label | [6] Izzard's Ever Flavor | [7] Draenic Pale Ale | [8] Blackrock Lager | [9] Binary Brew | [10] Bartlett's Bitter Brew | [11] Autumnal Acorn Ale | [12] Aromatic Honey Brew
162,We Had It All Along *cough*,-1,Unknown (-1),0,0,
9,Level 40,-1,Unknown (-1),0,0,
609,50 Coins of Ancestry,-1,Unknown (-1),0,1,[1] Receive 50 Coins of Ancestry
573,Sapphiron's Demise (25 player),-1,Unknown (-1),0,0,
575,Kel'Thuzad's Defeat (25 player),-1,Unknown (-1),0,0,
647,Hellfire Ramparts,-1,Unknown (-1),0,0,
648,The Blood Furnace,-1,Unknown (-1),0,0,
646,Stratholme,-1,Unknown (-1),0,2,[1] Balnazzar | [2] Lord Aurius Rivendare
783,The Perfect Storm,-1,Unknown (-1),0,0,
559,Needy,-1,Unknown (-1),0,0,
863,Explore Zangarmarsh,-1,Unknown (-1),0,18,[1] Cenarion Refuge | [2] Ango'rosh Grounds | [3] Feralfen Village | [4] Hewn Bog | [5] Marshlight Lake | [6] Quagg Ridge | [7] Telredor | [8] The Dead Mire | [9] The Lagoon | [10] Twin Spire Ruins | [11] Umbrafen Village | [12] Sporeggar | [13] Ango'rosh Stronghold | [14] Bloodscale Grounds | [15] Orebor Harborage | [16] The Spawning Glen | [17] Zabra'jin | [18] Darkcrest Shore
1266,Explore Grizzly Hills,-1,Unknown (-1),0,14,[1] Conquest Hold | [2] Drak'Tharon Keep | [3] Drakil'jin Ruins | [4] Dun Argol | [5] Granite Springs | [6] Grizzlemaw | [7] Rage Fang Shrine | [8] Thor Modan | [9] Venture Bay | [10] Voldrune | [11] Amberpine Lodge | [12] Blue Sky Logging Grounds | [13] Camp Oneqwah | [14] Westfall Brigade Encampment
1161,High Five: 2200,-1,Unknown (-1),0,0,
1184,Strange Brew,-1,Unknown (-1),0,9,[1] Barleybrew Clear | [2] Barleybrew Dark | [3] Barleybrew Light | [4] Gordok Grog | [5] Mudder's Milk | [6] Ogre Mead | [7] Thunder 45 | [8] Thunderbrew Ale | [9] Thunderbrew Stout
1191,Terror of Terokkar,-1,Unknown (-1),0,5,[1] The Skettis Offensive | [2] Refugee Caravan | [3] Sha'tari Base Camp | [4] The Warden's Secret | [5] Allerian Stronghold
1192,Nagrand Slam,-1,Unknown (-1),0,8,[1] The Adventures of Corki | [2] The Ring of Blood | [3] Throne of the Elements | [4] Lantresor of the Blade | [5] The Murkblood | [6] Threats to Nagrand | [7] The Ultimate Bloodsport | [8] Encountering the Ethereals
1194,Into the Nether,-1,Unknown (-1),0,6,[1] Socrethar | [2] The Violet Tower | [3] Building the X-52 Nether-Rocket | [4] Protect Area 52! | [5] The Consortium | [6] Destroying the All-Devouring
440,Sergeant Major,-1,Unknown (-1),0,0,
418,Merciless Gladiator,-1,Unknown (-1),0,0,
483,The Violet Hold,-1,Unknown (-1),0,0,
710,The Defiler,-1,Unknown (-1),0,0,
689,Ruins of Ahn'Qiraj,-1,Unknown (-1),0,0,
478,The Nexus,-1,Unknown (-1),0,4,[1] Grand Magus Telestra | [2] Anomalus | [3] Ormorok the Tree-Shaper | [4] Keristrasza
416,Scarab Lord,-1,Unknown (-1),0,0,
562,The Arachnid Quarter (10 player),-1,Unknown (-1),0,3,[1] Anub'Rekhan | [2] Grand Widow Faerlina | [3] Maexxna
971,Tricks and Treats of Azeroth,-1,Unknown (-1),0,3,[1] Tricks and Treats of Eastern Kingdoms | [2] Tricks and Treats of Kalimdor | [3] Tricks and Treats of Outland
972,Trick or Treat!,-1,Unknown (-1),0,0,
616,Overthrow the Council,-1,Unknown (-1),0,0,
1164,Everything Counts,-1,Unknown (-1),0,2,[1] Kobold Cave Owned | [2] Unnamed Branch
1036,The Fires of Azeroth,-1,Unknown (-1),0,5,[1] Flame Keeper of Cataclysm | [2] Flame Keeper of Eastern Kingdoms | [3] Flame Keeper of Kalimdor | [4] Flame Keeper of Northrend | [5] Flame Keeper of Outland
429,"Sulfuras, Hand of Ragnaros",-1,Unknown (-1),0,2,[1] Acquire and Equip | [2] Login check for appearance
652,The Escape From Durnholde,-1,Unknown (-1),0,0,
653,Sethekk Halls,-1,Unknown (-1),0,0,
655,Opening of the Dark Portal,-1,Unknown (-1),0,0,
658,The Mechanar,-1,Unknown (-1),0,0,
1028,Extinguishing Eastern Kingdoms,-1,Unknown (-1),0,14,[1] Arathi Highlands | [2] Badlands | [3] Blasted Lands | [4] Burning Steppes | [5] Eversong Woods | [6] Ghostlands | [7] Hillsbrad Foothills | [8] Northern Stranglethorn | [9] Silverpine Forest | [10] Swamp of Sorrows | [11] The Cape of Stranglethorn | [12] The Hinterlands | [13] Tirisfal Glades | [14] Western Plaguelands
7464,Quality & Quantity,-1,Unknown (-1),0,1,
638,Uldaman,-1,Unknown (-1),0,0,
639,Zul'Farrak,-1,Unknown (-1),0,0,
640,Maraudon,-1,Unknown (-1),0,0,
878,One That Didn't Get Away,-1,Unknown (-1),0,10,[1] Steelscale Crushfish | [2] 103 Pound Mightfish | [3] 22 Pound Lobster | [4] 15 Pound Mud Snapper | [5] 52 Pound Redgill | [6] 29 Pound Salmon | [7] 68 Pound Grouper | [8] Dark Herring | [9] 32 Pound Catfish | [10] Rockhide Strongfish
407,High Five: 1750,-1,Unknown (-1),0,0,
128,Artisan Fisherman,-1,Unknown (-1),0,0,
14876,Macabre Mechanicals,-1,Unknown (-1),0,11,[1] Sylla | [2] Eyegor | [3] Addius the Tormenter | [4] Rotgut | [5] Dundley Stickyfingers | [6] Caregiver Maximillian | [7] Zolla | [8] Thenia | [9] Stratios | [10] Glitterdust | [11] Faryl
438,Knight-Captain,-1,Unknown (-1),0,0,
779,Explore Loch Modan,-1,Unknown (-1),0,11,[1] The Loch | [2] Stonewrought Dam | [3] Mo'grosh Stronghold | [4] Silver Stream Mine | [5] North Gate Pass | [6] The Farstrider Lodge | [7] Ironband's Excavation Site | [8] Grizzlepaw Ridge | [9] Thelsamar | [10] Stonesplinter Valley | [11] Valley of Kings
457,Realm First! Level 80 (Legacy),-1,Unknown (-1),0,0,
426,Warglaives of Azzinoth,-1,Unknown (-1),0,0,
36,The Empire of Zul'Drak,-1,Unknown (-1),0,8,[1] Sseratus | [2] Quetz'lun | [3] Akali | [4] The Amphitheater of Anguish | [5] Finding Allies | [6] The Storm King's Crusade | [7] Betrayal | [8] The Argent Patrol
38,The Summit of Storm Peaks,-1,Unknown (-1),0,11,[1] Defending K3 | [2] The Harpy Problem | [3] Norgannon's Shell | [4] Bringing Down the Iron Colossus | [5] For the Frostborn King | [6] Pursuing a Legend | [7] The Story of Stormhoof | [8] Bearly Ready | [9] Heartbreak | [10] The Sons of Hodir | [11] Loken
1031,Extinguishing Eastern Kingdoms,-1,Unknown (-1),0,16,[1] Arathi Highlands | [2] Badlands | [3] Blasted Lands | [4] Burning Steppes | [5] Dun Morogh | [6] Duskwood | [7] Elwynn Forest | [8] Loch Modan | [9] Northern Stranglethorn | [10] Redridge Mountains | [11] Swamp of Sorrows | [12] The Cape of Stranglethorn | [13] The Hinterlands | [14] Western Plaguelands | [15] Westfall | [16] Wetlands
1856,Make Quick Werk of Him (10 player),-1,Unknown (-1),0,0,
882,Fiery Warhorse's Reins,-1,Unknown (-1),0,0,
1188,Shafted!,-1,Unknown (-1),0,1,[1] 10x Silver Shafted Arrow
1936,Does Your Wolpertinger Linger?,-1,Unknown (-1),0,0,
303,"Have Keg, Will Travel",-1,Unknown (-1),0,0,
969,Tricks and Treats of Outland,-1,Unknown (-1),0,15,"[1] Blade's Edge Mountains, Evergrove | [2] Blade's Edge Mountains, Sylvanaar | [3] Blade's Edge Mountains, Toshley's Station | [4] Hellfire Peninsula, Honor Hold | [5] Hellfire Peninsula, Temple of Telhamat | [6] Nagrand, Telaar | [7] Netherstorm, Area 52 | [8] Netherstorm, The Stormspire | [9] Shadowmoon Valley, Altar of Sha'tar or Sanctum of the Stars | [10] Shadowmoon Valley, Wildhammer Stronghold | [11] Shattrath City, Aldor Rise or Scryer's Tier | [12] Terokkar Forest, Allerian Stronghold | [13] Zangarmarsh, Cenarion Refuge | [14] Zangarmarsh, Orebor Harborage | [15] Zangarmarsh, Telredor"
125,Northrend Cook,-1,Unknown (-1),0,0,
1292,Yellow Brewfest Stein,-1,Unknown (-1),0,0,
14877,Unholy Undead,-1,Unknown (-1),0,11,[1] Sylla | [2] Eyegor | [3] Addius the Tormenter | [4] Rotgut | [5] Dundley Stickyfingers | [6] Caregiver Maximillian | [7] Zolla | [8] Thenia | [9] Stratios | [10] Glitterdust | [11] Faryl
132,Expert Medic,-1,Unknown (-1),0,0,
698,Sunwell Plateau,-1,Unknown (-1),0,0,
211,Storm Glory,-1,Unknown (-1),0,0,
39,Into the Basin,-1,Unknown (-1),0,6,"[1] Hunting Bigger Game | [2] Teeth, Spikes, and Talons | [3] The Wolvar | [4] The Oracles | [5] The Lifewarden | [6] Watching Over the Basin"
1195,Shadow of the Betrayer,-1,Unknown (-1),0,9,[1] Wildhammer Stronghold | [2] Shadowmoon Village | [3] Netherwing Ledge | [4] The First Death Knight | [5] Borrowed Power | [6] Akama's Promise | [7] The Cipher of Damnation | [8] Anti-Demon Weapons | [9] The Dark Conclave
1180,Got My Mind On My Money,-1,Unknown (-1),0,1,"[1] Loot 10,000 gold"
1145,King of the Fire Festival,-1,Unknown (-1),0,0,
5780,You Have Been Challenged,-1,Unknown (-1),0,0,
857,Explore Winterspring,-1,Unknown (-1),0,12,[1] Frostfire Hot Springs | [2] Timbermaw Post | [3] Lake Kel'Theril | [4] Starfall Village | [5] Mazthoril | [6] Everlook | [7] Owl Wing Thicket | [8] Ice Thistle Hills | [9] Winterfall Village | [10] The Hidden Grove | [11] Frostsaber Rock | [12] Frostwhisper Gorge
272,Torch Juggler,-1,Unknown (-1),0,1,[1] 40 torches
9391,Draenor Dungeon Hero,-1,Unknown (-1),0,8,[1] Heroic: Bloodmaul Slag Mines | [2] Heroic: Iron Docks | [3] Heroic: Auchindoun | [4] Heroic: Skyreach | [5] Heroic: The Everbloom | [6] Heroic: Grimrail Depot | [7] Heroic: Shadowmoon Burial Grounds | [8] Heroic: Upper Blackrock Spire
260,Charming,-1,Unknown (-1),0,1,
5782,A Difficult Challenge,-1,Unknown (-1),0,1,
489,Heroic: Utgarde Keep,-1,Unknown (-1),0,4,[1] Prince Keleseth | [2] Skarvald the Constructor | [3] Dalronn the Controller | [4] Ingvar the Plunderer
623,The Spellweaver's Downfall (25 player),-1,Unknown (-1),0,0,
711,Knight of Arathor,-1,Unknown (-1),0,0,
1688,The Winter Veil Gourmet,-1,Unknown (-1),0,3,[1] Gingerbread Cookie | [2] Winter Veil Eggnog | [3] Hot Apple Cider
443,High Warlord,-1,Unknown (-1),0,0,
448,Centurion,-1,Unknown (-1),0,0,
681,Heroic: The Arcatraz,-1,Unknown (-1),0,0,
227,Damage Control,-1,Unknown (-1),0,2,[1] Damage dealt | [2] Healing done
473,Marshal,-1,Unknown (-1),0,0,
486,Halls of Lightning,-1,Unknown (-1),0,4,[1] General Bjarngrim | [2] Ionar | [3] Volkhan | [4] Loken
507,1000 Quests Completed,-1,Unknown (-1),0,1,
513,100 Honorable Kills,-1,Unknown (-1),0,1,[1] Get 100 honorable kills
445,Warlord,-1,Unknown (-1),0,0,
446,General,-1,Unknown (-1),0,0,
842,Explore Teldrassil,-1,Unknown (-1),0,12,[1] Shadowglen | [2] The Cleft | [3] Dolanaar | [4] Ban'ethil Hollow | [5] Gnarlpine Hold | [6] Lake Al'Ameth | [7] Pools of Arlithrien | [8] Starbreeze Village | [9] The Oracle Glade | [10] Wellspring Lake | [11] Darnassus | [12] Rut'theran Village
166,Warsong Gulch Victory,-1,Unknown (-1),0,0,
497,Heroic: Halls of Lightning,-1,Unknown (-1),0,4,[1] General Bjarngrim | [2] Ionar | [3] Volkhan | [4] Loken
498,Heroic: The Oculus,-1,Unknown (-1),0,4,[1] Drakos the Interrogator | [2] Mage-Lord Urom | [3] Varos Cloudstrider | [4] Ley-Guardian Eregos
712,Warsong Outrider,-1,Unknown (-1),0,0,
668,Heroic: The Blood Furnace,-1,Unknown (-1),0,0,
14873,Flickering Fliers,-1,Unknown (-1),0,11,[1] Sylla | [2] Eyegor | [3] Addius the Tormenter | [4] Rotgut | [5] Dundley Stickyfingers | [6] Caregiver Maximillian | [7] Zolla | [8] Thenia | [9] Stratios | [10] Glitterdust | [11] Faryl
726,Mr. Pinchy's Magical Crawdad Box,-1,Unknown (-1),0,0,
431,Hand of A'dal,-1,Unknown (-1),0,0,
662,Collector's Edition: Mini-Diablo,-1,Unknown (-1),0,0,
1176,Got My Mind On My Money,-1,Unknown (-1),0,1,[1] Loot 100 gold
5873,Ready for Raiding II,-1,Unknown (-1),0,5,[1] Ancient Charscale | [2] Cinderweb Queen | [3] Ancient Smoldering Behemoth | [4] Devout Harbinger | [5] Ancient Firelord
33,Nothing Boring About Borean,-1,Unknown (-1),0,8,[1] Hiding in Plain Sight | [2] To the Aid of Farshire | [3] D.E.H.T.A. | [4] The Blue Dragonflight | [5] Friends from the Sea | [6] Participant Observation | [7] A Family Reunion | [8] Last Rites
35,Might of Dragonblight,-1,Unknown (-1),0,8,"[1] The Warden's Task | [2] Redirecting the Ley Lines | [3] Informing the Queen | [4] The Dragonflights | [5] Angrathar the Wrathgate | [6] Frostmourne | [7] ""Strategic Alliance"" | [8] Oacha'noa"
482,Drak'Tharon Keep,-1,Unknown (-1),0,4,[1] Trollgore | [2] Novos the Summoner | [3] King Dred | [4] The Prophet Tharon'ja
466,Realm First! Level 80 Druid (Legacy),-1,Unknown (-1),0,0,
898,On Wings of Nether,-1,Unknown (-1),0,0,
465,Realm First! Level 80 Paladin (Legacy),-1,Unknown (-1),0,0,
208,Eye of the Storm Victory,-1,Unknown (-1),0,0,
167,Warsong Gulch Veteran,-1,Unknown (-1),0,0,
6457,Stormstout Brewery,-1,Unknown (-1),0,0,
10537,Patron of War,-1,Unknown (-1),0,0,
10542,I Got What You Mead,-1,Unknown (-1),0,0,
10543,Surge Protector,-1,Unknown (-1),0,0,
10544,Stag Party,-1,Unknown (-1),0,0,
10554,I Made a Food!,-1,Unknown (-1),0,0,
414,Tyrael's Hilt,-1,Unknown (-1),0,0,
887,Merciless Nether Drake,-1,Unknown (-1),0,0,
889,Fast and Furious,-1,Unknown (-1),0,0,
890,Into the Wild Blue Yonder,-1,Unknown (-1),0,0,
509,10000 Honorable Kills,-1,Unknown (-1),0,1,[1] Get 10000 honorable kills
685,Blackwing Lair,-1,Unknown (-1),0,0,
686,Molten Core,-1,Unknown (-1),0,0,
153,The Old Gnome and the Sea,-1,Unknown (-1),0,0,
150,The Fishing Diplomat,-1,Unknown (-1),0,2,[1] Orgrimmar | [2] Stormwind
8,Level 30,-1,Unknown (-1),0,0,
910,Elders of the Dungeons,-1,Unknown (-1),0,13,[1] Elder Wildmane in Zul'Farrak | [2] Elder Starsong in the Sunken Temple | [3] Elder Splitrock in Maraudon | [4] Elder Stonefort in Blackrock Spire | [5] Elder Morndeep in Blackrock Depths | [6] Elder Farwhisper in Stratholme | [7] Elder Jarten in Utgarde Keep | [8] Elder Igasho in The Nexus | [9] Elder Nurgen in Azjol-Nerub | [10] Elder Kilias in Drak'Tharon Keep | [11] Elder Ohanzee in Gundrak | [12] Elder Yurauk in the Halls of Stone | [13] Elder Chogan'gada in Utgarde Pinnacle
784,Eye of the Storm Domination,-1,Unknown (-1),0,0,
619,For the Horde!,-1,Unknown (-1),0,2,[1] Overthrow the Council | [2] Putting Out the Light
621,Represent,-1,Unknown (-1),0,0,
881,Swift Razzashi Raptor,-1,Unknown (-1),0,0,
2536,Mountain o' Mounts,-1,Unknown (-1),0,1,[1] Obtain 100 mounts
1255,Scrooge,-1,Unknown (-1),0,0,
1559,250 Fish,-1,Unknown (-1),0,1,[1] Catch 250 fish
884,Swift White Hawkstrider,-1,Unknown (-1),0,0,
974,50 Daily Quests Completed,-1,Unknown (-1),0,1,
127,Expert Fisherman,-1,Unknown (-1),0,0,
221,Alterac Grave Robber,-1,Unknown (-1),0,0,
892,The Right Stuff,-1,Unknown (-1),0,0,
979,The Mask Task,-1,Unknown (-1),0,0,
4400,WoW's 5th Anniversary,-1,Unknown (-1),0,0,
6332,That Rabbit's Dynamite!,-1,Unknown (-1),0,0,
733,Professional Outland Master,-1,Unknown (-1),0,0,
605,A Coin of Ancestry,-1,Unknown (-1),0,0,
14875,Mummified Magics,-1,Unknown (-1),0,11,[1] Sylla | [2] Eyegor | [3] Addius the Tormenter | [4] Rotgut | [5] Dundley Stickyfingers | [6] Caregiver Maximillian | [7] Zolla | [8] Thenia | [9] Stratios | [10] Glitterdust | [11] Faryl
1287,Outland Dungeon Hero,-1,Unknown (-1),0,16,[1] Heroic Hellfire Ramparts | [2] Heroic The Blood Furnace | [3] Heroic The Slave Pens | [4] Heroic Underbog | [5] Heroic Mana-Tombs | [6] Heroic The Escape From Durnholde | [7] Heroic Sethekk Halls | [8] Heroic Shadow Labyrinth | [9] Heroic Opening of the Dark Portal | [10] Heroic The Steamvault | [11] Heroic The Shattered Halls | [12] Heroic The Mechanar | [13] Heroic The Botanica | [14] Heroic The Arcatraz | [15] Heroic Magister's Terrace | [16] Heroic Auchenai Crypts
165,Arathi Basin Perfection,-1,Unknown (-1),0,0,
4396,Onyxia's Lair (10 player),-1,Unknown (-1),0,0,
4397,Onyxia's Lair (25 player),-1,Unknown (-1),0,0,
116,Professional Journeyman,-1,Unknown (-1),0,0,
981,That Sparkling Smile,-1,Unknown (-1),0,0,
419,Vengeful Gladiator,-1,Unknown (-1),0,0,
606,5 Coins of Ancestry,-1,Unknown (-1),0,1,[1] Receive 5 Coins of Ancestry
558,Greedy,-1,Unknown (-1),0,0,
734,Professional Northrend Master,-1,Unknown (-1),0,0,
915,Elders of the Alliance,-1,Unknown (-1),0,3,[1] Elder Bladeswift in Darnassus | [2] Elder Bronzebeard in Ironforge | [3] Elder Hammershout in Stormwind
690,Karazhan,-1,Unknown (-1),0,0,
691,Zul'Aman (Burning Crusade),-1,Unknown (-1),0,0,
693,Magtheridon's Lair,-1,Unknown (-1),0,0,
696,Tempest Keep,-1,Unknown (-1),0,0,
697,The Black Temple,-1,Unknown (-1),0,0,
135,Grand Master Medic,-1,Unknown (-1),0,0,
730,Skills to Pay the Bills,-1,Unknown (-1),0,3,[1] Grand Master Fisherman | [2] Grand Master in First Aid | [3] Grand Master Cook
137,Stocking Up,-1,Unknown (-1),0,1,[1] Create 500 Heavy Frostweave Bandages
31,A Simple Re-Quest,-1,Unknown (-1),0,1,
1005,Know Thy Enemy,-1,Unknown (-1),0,10,[1] Pandaren | [2] Draenei | [3] Dwarf | [4] Gnome | [5] Human | [6] Night Elf | [7] Worgen | [8] Lightforged Draenei | [9] Void Elf | [10] Dracthyr Alliance
133,Artisan Medic,-1,Unknown (-1),0,0,
1039,The Flame Keeper,-1,Unknown (-1),0,6,[1] The Fires of Azeroth | [2] Desecration of the Alliance/Horde | [3] Burning Hot Pole Dance | [4] Ice the Frost Lord | [5] King of the Fire Festival | [6] Torch Juggler 
